activity,f1,rate,split,csv_path
stretching (lumbar rotation),0.985437,6,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_6hz.csv
stretching (lunging),0.786026,6,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_6hz.csv
stretching (shoulders),0.717808,6,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_6hz.csv
stretching (triceps),0.869565,6,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_6hz.csv
null,0.732040,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
bench-dips,0.873684,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
burpees,0.796834,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
jogging,0.960000,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
jogging (butt-kicks),0.960894,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
jogging (rotating arms),0.919811,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
jogging (sidesteps),0.983982,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
jogging (skipping),0.944262,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
lunges,0.578616,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
lunges (complex),0.853012,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
push-ups,0.746803,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
push-ups (complex),0.696570,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
sit-ups,0.955145,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
sit-ups (complex),0.925508,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
stretching (hamstrings),0.875706,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
stretching (lumbar rotation),0.900901,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
stretching (lunging),0.830626,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
stretching (shoulders),0.632219,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
stretching (triceps),0.871560,12,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_12hz.csv
null,0.718767,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
bench-dips,0.916456,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
burpees,0.801034,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
jogging,0.957219,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
jogging (butt-kicks),0.950276,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
jogging (rotating arms),0.935561,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
jogging (sidesteps),0.983982,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
jogging (skipping),0.926667,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
lunges,0.553055,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
lunges (complex),0.835267,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
push-ups,0.749367,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
push-ups (complex),0.706522,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
sit-ups,0.936170,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
sit-ups (complex),0.890869,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
stretching (hamstrings),0.813056,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
stretching (lumbar rotation),0.854626,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
stretching (lunging),0.823256,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
stretching (shoulders),0.599424,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
stretching (triceps),0.886311,25,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11_25hz.csv
null,0.755510,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
bench-dips,0.936709,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
burpees,0.784689,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
jogging,0.960212,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
jogging (butt-kicks),0.955556,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
jogging (rotating arms),0.934625,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
jogging (sidesteps),0.979499,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
jogging (skipping),0.928571,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
lunges,0.518033,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
lunges (complex),0.836449,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
push-ups,0.767773,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
push-ups (complex),0.684366,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
sit-ups,0.925532,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
sit-ups (complex),0.916479,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
stretching (hamstrings),0.950392,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
stretching (lumbar rotation),0.961353,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
stretching (lunging),0.853012,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
stretching (shoulders),0.560554,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
stretching (triceps),0.933985,50,loso_sbj_11,logs/deepconvlstm/50hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
null,0.619987,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
bench-dips,0.800875,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
burpees,0.608696,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
jogging,0.965347,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
jogging (butt-kicks),0.898630,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
jogging (rotating arms),0.819945,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
jogging (sidesteps),0.933333,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
jogging (skipping),0.920482,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
lunges,0.557875,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
lunges (complex),0.438596,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
push-ups,0.273016,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
push-ups (complex),0.423818,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
sit-ups,0.829932,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
sit-ups (complex),0.686007,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
stretching (hamstrings),0.378099,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
stretching (lumbar rotation),0.969849,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
stretching (lunging),0.700173,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
stretching (shoulders),0.830357,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
stretching (triceps),0.886256,6,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_6hz.csv
null,0.703913,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
bench-dips,0.850856,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
burpees,0.620347,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
jogging,0.982456,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
jogging (butt-kicks),0.909574,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
jogging (rotating arms),0.926254,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
jogging (sidesteps),0.925065,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
jogging (skipping),0.928571,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
lunges,0.529981,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
lunges (complex),0.337950,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
push-ups,0.148148,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
push-ups (complex),0.288660,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
sit-ups,0.836689,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
sit-ups (complex),0.695353,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
stretching (hamstrings),0.495979,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
stretching (lumbar rotation),0.941476,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
stretching (lunging),0.707965,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
stretching (shoulders),0.840909,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
stretching (triceps),0.878505,12,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_12hz.csv
null,0.751437,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
bench-dips,0.850856,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
burpees,0.637838,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
jogging,0.980000,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
jogging (butt-kicks),0.897098,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
jogging (rotating arms),0.922190,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
jogging (sidesteps),0.935829,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
jogging (skipping),0.942308,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
lunges,0.507338,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
lunges (complex),0.402010,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
push-ups,0.208835,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
push-ups (complex),0.250549,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
sit-ups,0.817552,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
sit-ups (complex),0.689775,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
stretching (hamstrings),0.607261,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
stretching (lumbar rotation),0.916667,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
stretching (lunging),0.741284,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
stretching (shoulders),0.852535,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
stretching (triceps),0.878505,25,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12_25hz.csv
null,0.773942,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
bench-dips,0.847880,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
burpees,0.601626,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
jogging,0.965686,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
jogging (butt-kicks),0.845771,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
jogging (rotating arms),0.888889,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
jogging (sidesteps),0.961111,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
jogging (skipping),0.928910,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
lunges,0.511247,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
lunges (complex),0.388601,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
push-ups,0.470024,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
push-ups (complex),0.347188,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
sit-ups,0.778243,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
sit-ups (complex),0.673004,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
stretching (hamstrings),0.712062,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
stretching (lumbar rotation),0.925743,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
stretching (lunging),0.759036,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
stretching (shoulders),0.818792,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
stretching (triceps),0.923833,50,loso_sbj_12,logs/deepconvlstm/50hz/loso_sbj_12/per_class_metrics_loso_sbj_12.csv
null,0.762149,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
bench-dips,0.719665,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
burpees,0.410323,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
jogging,0.848739,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
jogging (butt-kicks),0.807692,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
jogging (rotating arms),0.683036,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
jogging (sidesteps),0.911765,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
jogging (skipping),0.816327,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
lunges,0.631799,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
lunges (complex),0.706935,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
push-ups,0.103448,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
push-ups (complex),0.529221,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
sit-ups,0.834382,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
sit-ups (complex),0.843049,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
stretching (hamstrings),0.961440,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
stretching (lumbar rotation),0.883495,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
stretching (lunging),0.561457,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
stretching (shoulders),0.819095,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
stretching (triceps),0.823045,6,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_6hz.csv
null,0.797716,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
bench-dips,0.705314,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
burpees,0.489362,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
jogging,0.891170,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
jogging (butt-kicks),0.865823,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
jogging (rotating arms),0.830918,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
jogging (sidesteps),0.961440,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
jogging (skipping),0.867052,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
lunges,0.738739,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
lunges (complex),0.773270,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
push-ups,0.315574,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
push-ups (complex),0.583190,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
sit-ups,0.823529,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
sit-ups (complex),0.813333,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
stretching (hamstrings),0.895288,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
stretching (lumbar rotation),0.928571,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
stretching (lunging),0.554217,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
stretching (shoulders),0.873684,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
stretching (triceps),0.889868,12,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_12hz.csv
null,0.804337,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
bench-dips,0.654054,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
burpees,0.570922,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
jogging,0.823970,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
jogging (butt-kicks),0.832930,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
jogging (rotating arms),0.704301,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
jogging (sidesteps),0.937343,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
jogging (skipping),0.855491,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
lunges,0.714876,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
lunges (complex),0.755981,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
push-ups,0.377358,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
push-ups (complex),0.632184,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
sit-ups,0.824561,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
sit-ups (complex),0.825688,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
stretching (hamstrings),0.816092,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
stretching (lumbar rotation),0.928571,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
stretching (lunging),0.565749,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
stretching (shoulders),0.890080,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
stretching (triceps),0.884026,25,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13_25hz.csv
null,0.824054,50,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
bench-dips,0.843902,50,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
burpees,0.637236,50,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
jogging,0.922414,50,loso_sbj_13,logs/deepconvlstm/50hz/loso_sbj_13/per_class_metrics_loso_sbj_13.csv
