activity,f1,rate,split,csv_path
jogging (sidesteps),0.682603,25,loso_sbj_1,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
jogging (skipping),0.677026,25,loso_sbj_1,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
lunges,0.392301,25,loso_sbj_1,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
lunges (complex),0.605695,25,loso_sbj_1,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
push-ups,0.702128,25,loso_sbj_1,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
push-ups (complex),0.787197,25,loso_sbj_1,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
sit-ups,0.597148,25,loso_sbj_1,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
sit-ups (complex),0.599293,25,loso_sbj_1,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
stretching (hamstrings),0.835473,25,loso_sbj_1,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
stretching (lumbar rotation),0.982659,25,loso_sbj_1,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
stretching (lunging),0.627486,25,loso_sbj_1,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
stretching (shoulders),0.793103,25,loso_sbj_1,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
stretching (triceps),0.837067,25,loso_sbj_1,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_1/per_class_metrics_loso_sbj_1.csv
null,0.027606,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
bench-dips,0.903870,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
burpees,0.671264,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
jogging,0.943723,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
jogging (butt-kicks),0.869871,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
jogging (rotating arms),0.000000,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
jogging (sidesteps),0.937698,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
jogging (skipping),0.696223,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
lunges,0.228423,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
lunges (complex),0.808061,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
push-ups,0.000000,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
push-ups (complex),0.637885,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
sit-ups,0.592593,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
sit-ups (complex),0.738589,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
stretching (hamstrings),0.752033,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
stretching (lumbar rotation),0.995098,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
stretching (lunging),0.000000,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
stretching (shoulders),0.091522,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
stretching (triceps),0.546485,25,loso_sbj_2,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_2/per_class_metrics_loso_sbj_2.csv
null,0.682927,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
bench-dips,0.744035,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
burpees,0.630372,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
jogging,0.950617,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
jogging (butt-kicks),0.946405,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
jogging (rotating arms),0.886770,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
jogging (sidesteps),0.933102,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
jogging (skipping),0.806013,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
lunges,0.138065,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
lunges (complex),0.512998,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
push-ups,0.744330,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
push-ups (complex),0.791501,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
sit-ups,0.781179,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
sit-ups (complex),0.610805,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
stretching (hamstrings),0.425065,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
stretching (lumbar rotation),0.951634,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
stretching (lunging),0.211709,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
stretching (shoulders),0.498906,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
stretching (triceps),0.766739,25,loso_sbj_3,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_3/per_class_metrics_loso_sbj_3.csv
null,0.663431,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
bench-dips,0.416739,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
burpees,0.172964,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
jogging,0.974889,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
jogging (butt-kicks),0.290030,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
jogging (rotating arms),0.915698,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
jogging (sidesteps),0.773663,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
jogging (skipping),0.868035,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
lunges,0.530756,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
lunges (complex),0.222222,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
push-ups,0.788764,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
push-ups (complex),0.735962,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
sit-ups,0.764613,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
sit-ups (complex),0.754195,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
stretching (hamstrings),0.607910,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
stretching (lumbar rotation),0.642185,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
stretching (lunging),0.784906,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
stretching (shoulders),0.679372,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
stretching (triceps),0.937063,25,loso_sbj_4,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_4/per_class_metrics_loso_sbj_4.csv
null,0.472719,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
bench-dips,0.000000,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
burpees,0.173789,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
jogging,0.297787,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
jogging (butt-kicks),0.244068,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
jogging (rotating arms),0.737778,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
jogging (sidesteps),0.863158,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
jogging (skipping),0.781671,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
lunges,0.359413,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
lunges (complex),0.504792,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
push-ups,0.635593,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
push-ups (complex),0.587079,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
sit-ups,0.187891,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
sit-ups (complex),0.590604,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
stretching (hamstrings),0.479871,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
stretching (lumbar rotation),0.686427,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
stretching (lunging),0.627747,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
stretching (shoulders),0.087367,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
stretching (triceps),0.959227,25,loso_sbj_5,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_5/per_class_metrics_loso_sbj_5.csv
null,0.577107,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
bench-dips,0.723108,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
burpees,0.601852,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
jogging,0.976000,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
jogging (butt-kicks),0.948571,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
jogging (rotating arms),0.898623,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
jogging (sidesteps),0.911300,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
jogging (skipping),0.951777,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
lunges,0.847744,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
lunges (complex),0.871379,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
push-ups,0.620229,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
push-ups (complex),0.581633,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
sit-ups,0.668599,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
sit-ups (complex),0.662132,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
stretching (hamstrings),0.900260,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
stretching (lumbar rotation),0.922751,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
stretching (lunging),0.792023,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
stretching (shoulders),0.789474,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
stretching (triceps),0.920482,25,loso_sbj_6,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_6/per_class_metrics_loso_sbj_6.csv
null,0.527415,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
bench-dips,0.453838,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
burpees,0.515974,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
jogging,0.878161,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
jogging (butt-kicks),0.540212,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
jogging (rotating arms),0.866887,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
jogging (sidesteps),0.843972,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
jogging (skipping),0.792224,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
lunges,0.481592,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
lunges (complex),0.745178,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
push-ups,0.431635,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
push-ups (complex),0.683403,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
sit-ups,0.913199,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
sit-ups (complex),0.896918,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
stretching (hamstrings),0.793103,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
stretching (lumbar rotation),0.895859,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
stretching (lunging),0.567976,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
stretching (shoulders),0.545455,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
stretching (triceps),0.860690,25,loso_sbj_7,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_7/per_class_metrics_loso_sbj_7.csv
null,0.553780,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
bench-dips,0.781655,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
burpees,0.719823,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
jogging,0.963614,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
jogging (butt-kicks),0.988387,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
jogging (rotating arms),0.935447,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
jogging (sidesteps),0.937099,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
jogging (skipping),0.957714,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
lunges,0.521739,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
lunges (complex),0.029304,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
push-ups,0.775157,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
push-ups (complex),0.664216,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
sit-ups,0.831050,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
sit-ups (complex),0.807654,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
stretching (hamstrings),0.864921,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
stretching (lumbar rotation),0.909684,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
stretching (lunging),0.861397,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
stretching (shoulders),0.734579,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
stretching (triceps),0.888325,25,loso_sbj_8,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_8/per_class_metrics_loso_sbj_8.csv
null,0.183729,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
bench-dips,0.000000,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
burpees,0.289421,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
jogging,0.076759,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
jogging (butt-kicks),0.701786,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
jogging (rotating arms),0.000000,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
jogging (sidesteps),0.559896,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
jogging (skipping),0.430481,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
lunges,0.204244,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
lunges (complex),0.389730,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
push-ups,0.037736,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
push-ups (complex),0.469319,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
sit-ups,0.000000,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
sit-ups (complex),0.221374,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
stretching (hamstrings),0.666667,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
stretching (lumbar rotation),0.872902,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
stretching (lunging),0.000000,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
stretching (shoulders),0.522976,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
stretching (triceps),0.209302,25,loso_sbj_9,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_9/per_class_metrics_loso_sbj_9.csv
null,0.468602,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
bench-dips,0.371324,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
burpees,0.184557,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
jogging,0.916859,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
jogging (butt-kicks),0.657170,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
jogging (rotating arms),0.808765,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
jogging (sidesteps),0.650820,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
jogging (skipping),0.943452,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
lunges,0.720779,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
lunges (complex),0.379514,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
push-ups,0.569187,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
push-ups (complex),0.445033,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
sit-ups,0.715493,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
sit-ups (complex),0.580110,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
stretching (hamstrings),0.578547,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
stretching (lumbar rotation),0.595455,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
stretching (lunging),0.726356,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
stretching (shoulders),0.000000,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
stretching (triceps),0.873762,25,loso_sbj_10,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_10/per_class_metrics_loso_sbj_10.csv
null,0.620051,25,loso_sbj_11,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
bench-dips,0.853907,25,loso_sbj_11,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
burpees,0.723404,25,loso_sbj_11,logs/deepconvlstm/standard_cnn/25hz/loso_sbj_11/per_class_metrics_loso_sbj_11.csv
